feature_set,target,model,n_subjects,n_features,raw_mae_min,kalman_mae_min,r2,rho,sec
EMG+NIRS+HRV,lt1,"EN(α=0.1,l1=0.2)",14,97,2.5889,2.4277,0.774,0.891,2.0
EMG+NIRS+HRV,lt1,"EN(α=0.1,l1=0.5)",14,97,2.6307,2.4603,0.767,0.887,2.1
EMG+NIRS+HRV,lt1,"EN(α=0.1,l1=0.9)",14,97,2.7625,2.5708,0.745,0.874,3.6
EMG+NIRS+HRV,lt1,"EN(α=1.0,l1=0.2)",14,97,2.4384,2.3435,0.796,0.908,1.0
EMG+NIRS+HRV,lt1,"EN(α=1.0,l1=0.5)",14,97,2.4397,2.3323,0.796,0.906,1.0
EMG+NIRS+HRV,lt1,"EN(α=1.0,l1=0.9)",14,97,2.524,2.3756,0.782,0.896,1.2
EMG+NIRS+HRV,lt1,"GBM(n=50,d=2)",14,97,2.4343,2.2904,0.769,0.886,31.2
EMG+NIRS+HRV,lt1,"GBM(n=50,d=3)",14,97,2.5228,2.4066,0.754,0.88,41.7
EMG+NIRS+HRV,lt1,"GBM(n=100,d=2)",14,97,2.4298,2.2754,0.773,0.887,54.1
EMG+NIRS+HRV,lt1,"GBM(n=100,d=3)",14,97,2.556,2.4461,0.751,0.879,75.7
EMG+NIRS+HRV,lt1,"GBM(n=200,d=2)",14,97,2.4619,2.3045,0.769,0.885,99.3
EMG+NIRS+HRV,lt1,"GBM(n=200,d=3)",14,97,2.5832,2.4721,0.748,0.877,140.5
EMG+NIRS+HRV,lt1,"SVR(C=1,ε=0.1)",14,97,4.2379,4.2436,0.324,0.788,6.7
EMG+NIRS+HRV,lt1,"SVR(C=1,ε=1.0)",14,97,4.2383,4.244,0.324,0.787,6.6
EMG+NIRS+HRV,lt1,"SVR(C=10,ε=0.1)",14,97,3.1108,2.9967,0.604,0.833,7.0
EMG+NIRS+HRV,lt1,"SVR(C=10,ε=1.0)",14,97,3.1113,2.997,0.604,0.833,7.0
EMG+NIRS+HRV,lt1,"SVR(C=100,ε=0.1)",14,97,2.9208,2.7773,0.654,0.852,8.1
EMG+NIRS+HRV,lt1,"SVR(C=100,ε=1.0)",14,97,2.9205,2.777,0.654,0.852,7.2
