feature_set,target,model,n_subjects,n_features,raw_mae_min,kalman_mae_min,r2,rho,sec
EMG+NIRS+HRV,lt1,"EN(α=0.01,l1=0.9)",14,103,2.8478,2.6856,0.729,0.865,9.9
EMG+NIRS+HRV,lt1,"EN(α=0.1,l1=0.2)",14,103,2.4055,2.2771,0.802,0.904,2.3
EMG+NIRS+HRV,lt1,"EN(α=0.1,l1=0.5)",14,103,2.4707,2.3421,0.793,0.899,2.2
EMG+NIRS+HRV,lt1,"EN(α=0.1,l1=0.9)",14,103,2.6907,2.5485,0.757,0.879,3.4
EMG+NIRS+HRV,lt1,"EN(α=1.0,l1=0.2)",14,103,2.2846,2.1957,0.817,0.918,1.0
EMG+NIRS+HRV,lt1,"EN(α=1.0,l1=0.5)",14,103,2.274,2.1739,0.818,0.917,1.1
EMG+NIRS+HRV,lt1,"EN(α=1.0,l1=0.9)",14,103,2.3272,2.2044,0.81,0.909,1.1
EMG+NIRS+HRV,lt1,"GBM(n=50,d=2)",14,103,2.402,2.2969,0.776,0.882,30.3
EMG+NIRS+HRV,lt1,"GBM(n=50,d=3)",14,103,2.5338,2.4291,0.758,0.874,41.6
EMG+NIRS+HRV,lt1,"GBM(n=100,d=2)",14,103,2.5257,2.401,0.752,0.87,54.7
EMG+NIRS+HRV,lt1,"GBM(n=100,d=3)",14,103,2.6058,2.4956,0.747,0.87,76.5
EMG+NIRS+HRV,lt1,"GBM(n=200,d=2)",14,103,2.637,2.4942,0.731,0.859,101.3
EMG+NIRS+HRV,lt1,"GBM(n=200,d=3)",14,103,2.639,2.5279,0.739,0.866,144.0
EMG+NIRS+HRV,lt1,"SVR(C=1,ε=0.1)",14,103,4.1926,4.2007,0.336,0.797,6.5
EMG+NIRS+HRV,lt1,"SVR(C=1,ε=1.0)",14,103,4.1926,4.2007,0.336,0.796,6.5
EMG+NIRS+HRV,lt1,"SVR(C=10,ε=0.1)",14,103,2.9572,2.8532,0.633,0.852,6.7
EMG+NIRS+HRV,lt1,"SVR(C=10,ε=1.0)",14,103,2.9562,2.852,0.633,0.852,6.5
EMG+NIRS+HRV,lt1,"SVR(C=100,ε=0.1)",14,103,2.6904,2.559,0.693,0.873,7.6
EMG+NIRS+HRV,lt1,"SVR(C=100,ε=1.0)",14,103,2.6903,2.5591,0.693,0.873,6.1
